premise,hypothesis,label
A skier falls down a hill.,A skier falls down.,0
A heavily bearded man in a cap is playing a banjo.,A man is playing live.,1
A heavily bearded man in a cap is playing a banjo.,A man playing an game.,2
A woman selling bamboo sticks or brooms talking to two men on a loading dock.,A woman is selling vegetable sticks.,2
A woman selling bamboo sticks or brooms talking to two men on a loading dock.,A woman is selling bamboo sticks.,0
A young girl holding a doll is smiling.,A girl is playing with a doll.,0
A young girl holding a doll is smiling.,A beautiful girl is playing with a doll.,1
An Asian bride in a red silk dress clutching a bouquet of red roses and an Asian groom in a blue silk robe are posing in a grassy field.,An Asian bride is young.,1
An Asian bride in a red silk dress clutching a bouquet of red roses and an Asian groom in a blue silk robe are posing in a grassy field.,An Asian bride is posing in a grassy field.,0
A snowboarder prepares to go over a ramp.,A snowboarder waits to run a course.,0
A snowboarder prepares to go over a ramp.,A woman with a snowboard runs a course.,2
"On a muddy racetrack, the yellow Poust car pulls ahead of the competing Hermia car.",Two fast cars are racing.,1
"On a muddy racetrack, the yellow Poust car pulls ahead of the competing Hermia car.",Two horses are racing.,2
A woman with teddy bear earmuffs is using a wand to make a giant bubble.,The woman is making something.,0
A woman with teddy bear earmuffs is using a wand to make a giant bubble.,The woman is piercing a giant bubble.,2
"A lot of people walking on a dirt road, wearing summer clothes on a sunny day.",A group of tourists walking.,1
"A lot of people walking on a dirt road, wearing summer clothes on a sunny day.",A group of animals walking.,2
A brunette woman in a striped shirt speaks to two blond women from behind a table.,A woman is speaking.,0
A brunette woman in a striped shirt speaks to two blond women from behind a table.,A woman is trying to show off.,1
Four people smile and hold golden plates behind their heads.,Four people held plates.,0
Four people smile and hold golden plates behind their heads.,Three people dropped plates.,2
A small child walks hand-in-hand with an adult on the grass leading up to a brick building.,The building is made of brick,0
A small child walks hand-in-hand with an adult on the grass leading up to a brick building.,The old building is made of brick,1
An old man licks an ice cream cone.,The young man eats salad.,2
An old man licks an ice cream cone.,The old man is eating ice cream.,0
Fans watching a basketball game indoors at a stadium.,Fans watching a basketball game indoors at a stadium.,0
Fans watching a basketball game indoors at a stadium.,Fans watching a tough  basketball game indoors at a stadium.,1
A boy wearing khaki pants and a sports team jersey is jumping down the stairs outside.,A boy jumps down the stairs.,0
A boy wearing khaki pants and a sports team jersey is jumping down the stairs outside.,A boy jumps down the school stairs.,1
Person hanging upside down from poles,Someone is hanging upside down.,0
Person hanging upside down from poles,Someone is hanging right side up.,2
A group of children are forming a train with their wheelchairs.,A group of adults are forming a train with their wheelchairs.,2
A group of children are forming a train with their wheelchairs.,A group of sick kids are forming a train with their wheelchairs.,1
A young boy walking across pipe over a body of water.,A young boy is walking inside.,2
A young boy walking across pipe over a body of water.,A young boy is walking across pipe over a lake.,1
Guy in Santa suit wearing ninja mask and horns,the man is wearing a suit and a mask,0
Guy in Santa suit wearing ninja mask and horns,the man is wearing a borrowed suit and mask,1
A man in a black and yellow wetsuit is surfing.,The man is surfing,0
A man in a black and yellow wetsuit is surfing.,The man is trying to win a bowling competition.,2
Two people smiling while sledding down a snow covered path lined with pine trees.,The people are snowboarding.,2
Two people smiling while sledding down a snow covered path lined with pine trees.,The people are sledding.,0
Families are gathered in a park.,The families are in a park,0
Families are gathered in a park.,The families are in a famous park,1
one woman holding flowers and two men on a bench,A woman is holding flowers while two men are on a bench.,0
one woman holding flowers and two men on a bench,A woman is holding flowers while two kids are on a bench.,2
A group of several teenage boys walking along the roadside with a garbage bag.,boys are walking along the roadside,0
A group of several teenage boys walking along the roadside with a garbage bag.,boys are running along the roadside,2
A boy on a skateboard grinding down a handrail.,A skateboarder is grinding their way down.,0
A boy on a skateboard grinding down a handrail.,A skateboarder is grinding their way up a handrail.,2
A crowd of people standing at an Asian gathering.,People are at a German gathering.,2
A crowd of people standing at an Asian gathering.,People are at an Asian gathering.,0
A person in a red and black jacket with a black backpack scales a mountain face.,A young boy is climbing a mountain.,1
A person in a red and black jacket with a black backpack scales a mountain face.,A person has on a yellow and black jacket on.,2
